152,"What is the primary benefit of updating the HOSTS file to ""blackhole"" specific sites?",To speed up internet browsing by reducing DNS lookups.,To prevent users from accessing known malicious or undesirable websites.,To automatically redirect users to safer alternative websites.,To improve the security of the operating system by patching vulnerabilities.,B
153,Which organization is responsible for managing IP address allocation and ensuring that domain names can be found via DNS?,Internet Assigned Numbers Authority (IANA),Domain Name System (DNS),Internet Corporation for Assigned Names and Numbers (ICANN),Regional Internet Registries (RIRs),C
154,What type of information can be obtained by querying a domain name with the 'whois' tool?,The source code of the website and its database structure.,"The server's physical location, owner details, and contact information.",The website's traffic statistics and user demographics.,A list of all vulnerabilities discovered on the domain.,B
155,Which entity is listed as the Registrar for the domain mheducation.com?,"McGraw-Hill Global Education Holdings, LLC","CSC CORPORATE DOMAINS, INC.",mheducation.com,Domain Administrator,B
156,Which of the following is identified as a potential vulnerability when domain contact information is combined with services like SpoofCard?,Reduced domain registration costs,Easier social engineering attacks through caller ID spoofing,Improved website security through DNSSEC,Increased availability of public contact details,B
157,"Which command-line tool, present on most operating systems, can be used to query DNS servers for information?",traceroute,ping,nslookup,netstat,C
158,"In a DNS zone transfer response, which value represents the Time-To-Live (TTL) for the zone?",2013090800,86400,900,3600,D
159,What is the primary function of the 'dig' command in the context of network reconnaissance?,To encrypt network traffic.,To test a DNS query and report the results.,To scan for open network ports.,To simulate a denial-of-service attack.,B
160,What is the primary function of the `tracert` command?,To scan for open ports on a network.,To identify the path and transit times of network packets.,To encrypt network traffic for security.,To perform a denial-of-service attack.,B
161,What does a 'Request timed out' message in a traceroute output typically indicate?,The destination server has been reached successfully.,A router along the path is not responding to ICMP requests.,The internet connection has been lost.,The traceroute command was entered incorrectly.,B
162,"Which of the following tools is mentioned as an example of network visualization that can map IP addresses, layouts, and geographical locations?",Ping-Plotter,Path Analyzer Pro,SolarWinds Traceroute NG,Open Visual Traceroute,C
163,Which tool within the OSRFramework is designed to verify if a username or profile exists across multiple platforms?,mailfy.py,usufy.py,searchfy.py,domainfy.py,B
164,Which tool is described as an open-source intelligence and forensics application designed to demonstrate social engineering weaknesses?,identify.py,Maltego,Web spiders,SEF,B
165,Which of the following is NOT mentioned as a competitive intelligence tool for information gathering?,Google Alerts,Maltego,SpyFu,DomainTools,B
166,Which type of DNS record is used to define the hostname and port number of servers providing specific services?,SOA (Start of Authority),PTR (Pointer),SRV (Service),CNAME (Canonical Name),C
167,"Which DNS record type is used to map an IP address to a hostname, facilitating reverse DNS lookups?",CNAME,MX,PTR,NS,C
168,Which command-line tool traces the path packets take across the internet and provides routing and transit times?,ping,traceroute,nslookup,netstat,B
169,Which Google hack would display all pages that have the words 'SQL' and 'Version' in their titles?,inurl:SQL inurl:version,allinurl:SQL version,intitle:SQL inurl:version,allintitle:SQL version,D
170,Which DNS record type allows you to alias both an FTP service and an HTTP site to the same IP address?,NS,SOA,CNAME,PTR,C
171,Which of the following accurately describes the purpose of the mailfy.py tool?,It verifies if a username/profile exists on up to 306 different platforms.,It looks for regular expressions within a system.,It checks if an email address has been registered with up to 22 different email providers.,It searches for profiles using full names and other information across several platforms.,C
172,"After footprinting, which phase of ethical hacking involves actively searching for relevant information from identified targets?",Vulnerability Research,Scanning and Enumeration,Penetration Testing,Subnetting Analysis,B
173,"What is the primary purpose of network scanning in the context of cybersecurity, as described after the footprinting stage?","To gather publicly available ""10,000-foot-view"" information about an organization's network.",To identify specific machines that are active and learn detailed information about them.,To attempt social engineering attacks on network administrators.,To discover vulnerabilities in systems that are known to be easy targets.,B
174,What is the primary goal of network scanning according to the text?,"To gather ""10,000-foot-view"" information about an organization's network.",To identify which network addresses are in use and the systems utilizing them.,To determine the physical layout and topology of a network.,To analyze the reliability and flow control mechanisms of TCP/IP communication.,B
175,"Which transport layer protocol is characterized by a ""fire and forget"" approach, where the sender does not verify receipt or bandwidth availability of the recipient?",TCP,UDP,IP,HTTP,B
176,Which TCP flag is set to force the termination of communications in both directions?,SYN,FIN,ACK,RST,D
177,"During the establishment of a TCP communication session, which flag is set to indicate a desire to synchronize?",ACK,SYN,PSH,URG,B
178,"In the context of a TCP three-way handshake, what is the purpose of the SYN/ACK segment sent by the recipient back to the original sender?",To acknowledge the original sender's sequence number and send its own sequence number.,To request a new sequence number from the original sender.,To terminate the communication channel and reset sequence numbers.,To confirm receipt of data and send encrypted data.,A
179,What is the primary function of Source Port and Destination Port fields in TCP or UDP communication?,To identify the specific application layer entity responsible for processing data.,To encrypt the data being transmitted across the network.,To establish the physical connection between network devices.,To determine the routing path of data packets through the network.,A
180,Which range of port numbers is designated as 'well-known ports'?,"1024–49,151","49,152–65,535",0–1023,"0–65,535",C
181,What is the state of a port when an application on a computer is waiting for another computer to connect to it?,Established state,Closed state,Listening state,Open state,C
182,What does the CLOSE_WAIT state indicate regarding a network connection?,The connection is being established.,Your side of the connection has closed.,The remote side of the connection has closed.,"The connection is in a stable, active state.",C
183,"What is the primary function of a subnet mask in an IPv4 network, according to the text?",To identify executable files associated with open ports.,To determine which networks are local versus remote for a router.,To display all active network connections and listening ports numerically.,To enable a single recipient to act upon a message.,B
184,What is the primary function of a subnet mask in relation to IP addresses?,To assign a unique IP address to each device on a network.,To divide an IP address into network and host identifiers.,To encrypt IP addresses for secure communication.,To determine the broadcast address for a network segment.,B
185,"In IP addressing, what is indicated by an IP address where all bits in the Host field are set to 0s?",A broadcast address,A usable host address,The network address,A multicast address,C
186,"In IP addressing, what specific configuration represents the broadcast address for a network?",Setting all host bits to zero.,Setting the first host bit to one and all others to zero.,"Setting all host bits to one, except for the last bit.",Setting all host bits to one.,D
187,Which IP address represents a limited broadcast address?,192.168.17.255,172.17.255.255,192.168.17.0,255.255.255.0,B
188,"In network subnetting, what is the primary characteristic of a broadcast address?",All host bits are set to 0.,The first usable address in a subnet.,All host bits are set to 1.,It is used for direct communication between two hosts.,C
189,Which of the following is mentioned as an example of a routing protocol?,TCP,UDP,BGP,HTTP,C
190,Which of the following EC-Council scanning methodology steps is primarily used to identify the operating system and running services on a machine?,Check for live systems,Scan for vulnerabilities,Perform banner grabbing,Draw network diagrams,C
191,"In network scanning, which protocol is primarily used for identifying live systems due to its role in error messaging and its presence on all TCP/IP-enabled devices?",HTTP,FTP,ICMP,SMTP,C
192,"Which ICMP message type is used to indicate that a destination host or network cannot be reached, and its codes can further specify the reason for the unreachability?",Echo Reply (Type 0),Destination Unreachable (Type 3),Source Quench (Type 4),Echo Request (Type 8),B
193,What can be utilized as a covert channel for hackers to communicate by embedding messages within ICMP packets?,The header information of an ICMP packet,The source IP address of an ICMP packet,The payload area of an ICMP packet,The time-to-live (TTL) field in an ICMP packet,C
194,Which of the following is described as a method for identifying machines by performing a reverse DNS lookup on all IPs in a subnet?,ICMP Echo scanning,Ping sweep,List scan,Port scanning,C
195,"When identifying ""live"" hosts using ping, what is a crucial consideration regarding a nonresponse to ICMP?",It definitively proves the host is offline.,It indicates the host is actively blocking all network traffic.,"It simply means the host does not respond to ICMP, not necessarily that it is inactive.",It suggests the host has a firewall configured to drop all ICMP packets.,C
196,Which port scan type is characterized by sending only SYN packets and not completing the three-way handshake?,Full connect scan,Stealth scan,Inverse TCP flag scan,TCP connect scan,B
197,"Which type of TCP scan, when sending a packet with all flags turned on, results in a response similar to an inverse TCP scan, but is not effective against Microsoft Windows machines due to their TCP/IP stack?",FIN scan,NULL scan,XMAS scan,SYN scan,C
198,What TCP flags are utilized by an IDLE scan for its operation?,FIN and RST flags,SYN and FIN flags,SYN and ACK flags,ACK and RST flags,C
199,"In an IDLE scan, if a port is open, what type of ICMP message is received when a UDP datagram is sent to that port?",ICMP port unreachable,ICMP echo reply,No response,ICMP destination unreachable,C
200,"Which TCP scan type is described as the noisiest but most reliable, and completes the three-way handshake?",Stealth SYN scan,XMAS scan,Inverse TCP scan,Full TCP connect scan,D
201,Which SCTP scanning method is described as being the SCTP equivalent of a TCP SYN scan and can scan thousands of ports per second on a fast network?,SCTP COOKIE ECHO scan,SCTP INIT scan,SCTP handshake scan,SCTP half-open scan,B
202,"Which tool is described as the most widely used scanning and enumeration tool on the planet, capable of various scan types and adjustable speed?",Zenmap,Nmap,SCTP,CIDR,B
203,"In Nmap, which category of option switches is primarily responsible for controlling scan speed and stealthiness?",The 's' commands,The 'P' commands,The 'o' commands,The 'T' commands,D
204,Which Nmap switch can be used to perform an ACK scan?,-sS,-sA,-sF,-sN,B
205,"Nmap offers a scan type that, similar to an ACK scan, provides information on open ports. What is this scan type called?",SYN scan,Window scan,UDP scan,FIN scan,B
206,Which IP address range is specifically mentioned as belonging to the Department of Defense and should be avoided for scanning?,129.51.0.0,129.63.0.0,128.50.0.0,129.50.0.0,C
207,Which of the following Nmap output formats is designed to be parsed by graphical user interfaces or imported into databases?,Interactive,Normal,XML,Greppable,C
208,Which hping3 switch is used to set the tool in ICMP mode for performing an ICMP ping?,-2,-8,-1,--flood,C
209,Which of the following options can be used to disguise your activities during network scanning and evade detection?,"Fragmenting packets, spoofing an IP address, and source routing",Increasing the scan speed and disabling logging,Using default Nmap scripts and a broad port range,Performing a UDP scan on a large network segment,A
210,Which of the following is a method used to evade detection by an Intrusion Detection System (IDS) by splitting packets?,IP Address Spoofing,Packet Fragmentation,Source Routing,Proxy Usage,B
211,"What is the primary purpose of using decoy IP addresses in network scanning, according to the text?",To increase the speed of the scan by distributing the workload.,To obfuscate the true source of the scan by mixing it with multiple false sources.,"To ensure all return traffic is sent back to the attacker, regardless of router configuration.",To route traffic around potential network congestion areas.,B
212,"Which of the following acts as an intermediary system for a hacker to relay commands and requests to targets, masking the hacker's original source IP address?",A decoy IP address,A network scanner like Nmap,A proxy server,The Onion Router (Tor),C
213,What method is described for achieving anonymity on the Web by routing Internet requests across random clients and encrypting communication between them?,Using Shadowsocks for mobile anonymization,Employing Proxydroid and Servers Ultimate,Leveraging The Onion Router (Tor),Utilizing Orbot and Psiphon as anonymizers,C
214,Which of the following is described as a live operating system that can be run from a USB to anonymize the source of internet traffic and leave no trace on the system?,Guardster,Ultrasurf,Psiphon,Tails,D
215,Which tool is mentioned as a way to remove tracking cookies placed by Google?,Shadowsocks,Gzapper,SOCKS5,ECC,B
216,"Which tool is mentioned as the de facto industry standard for vulnerability scanning, capable of scanning for viruses, malware, backdoors, and malicious processes?",Microsoft Baseline Security Analyzer (MBSA),Shadowsocks,Nessus,Security Center,C
217,Which of the following best describes the primary function of enumeration in ethical hacking?,To scan for viruses and malware.,To discover open ports on a network device.,To identify potential attack vectors by gathering detailed information from a target.,To perform compliance and configuration auditing.,C
218,"When performing network reconnaissance, what activity is described as moving from passive information gathering to a more active state, aiming to find details like open shares and user account information?",Port scanning,Enumeration,Vulnerability assessment,Network mapping,B
219,What account type in a Windows system possesses widespread privileges on the local computer and acts as the computer itself on the network?,A user account running in user mode,The system account,An account with administrator privileges,A guest account,B
220,Which security-related benefit is mentioned as being introduced by Windows 10?,Advanced cloud storage encryption,Enhanced firewall capabilities,Additional security features,Biometric authentication support,C
221,"In Windows security architecture, what does the final number in a Security Identifier (SID) represent if it is 500?",The guest account.,The first user account created after the administrator.,An administrator account.,The 15th user account on the system.,C
222,"In Windows, where is the SAM database, which stores local password information, typically located?",C:\Users\Default\SAM,C:\Program Files\SAM\Config,C:\Windows\System32\Config\SAM,C:\Windows\SAM\LocalAccounts,C
223,What is the primary purpose of a User Identifier (UID) in Linux?,To define the user's password complexity.,To determine which system resources the user can access.,To assign a unique name to the user account.,To store the user's login history.,B
224,What is the primary goal of enumeration techniques in cybersecurity?,To encrypt sensitive data transmitted over networks.,To identify and gather information about what is running on a machine.,To block all incoming network traffic to a server.,To create secure user authentication protocols.,B
225,Which of the following is an example of passive banner grabbing?,Sending specially crafted packets to remote systems and comparing responses.,Typing 'telnet IPAddress 25' to test for a mail server.,Reading error messages or sniing network traic.,Connecting to port 80 and analyzing the HTTP response.,C
226,"Which of the following is described as the ""Swiss Army knife of hacking tools"" and is a command-line networking utility that reads and writes data across network connections using TCP/IP?",Telnet,NetBIOS,Netcat,Apache,C
227,What is the primary purpose of the 16th character in a NetBIOS name?,To define the device's IP address.,To specify the network protocol used.,To reserve for the service or name record type.,To indicate the operating system of the device.,C
228,What does the NetBIOS code <20> typically indicate for a remote system's name table entry?,The machine is the master browser for the subnet.,File and print sharing is turned on.,The system is a domain controller.,A service is running on the system.,B
229,"Which of the following tools is described as a GUI-based multipurpose tool for NetBIOS enumeration, providing information like shares and user logon names?",Nbtstat,Hyena,Winfingerprint,NSAuditor,B
230,"In SNMP, what type of request is used to ask an agent to make a configuration change on a device?",SNMP GET request,SNMP SET request,SNMP CREATE request,SNMP UPDATE request,B
231,Which of the following is a tool mentioned in the text for SNMP enumeration?,Nmap,Wireshark,SNMPCheck,Metasploit,C
232,What type of security vulnerability did SolarWinds have that allowed a hacker to upload malicious files?,An outdated operating system.,A very weak password protecting an FTP server.,Unencrypted email communications.,A lack of multi-factor authentication.,B
233,What was the name of the malware used in the SolarWinds Orion software breach?,Trojan Horse,Sunburst,Malwarebytes,Ransomware,B
234,"Which of the following protocols, commonly used for enumeration, helps in synchronizing time across a network and can reveal system names and IP addresses?",SMTP,NTP,HTTP,FTP,B
235,Which SMTP command is used to validate a user's existence on a mail server?,EXPN,RCPT TO,VRFY,HELO,C
236,"Which of the following is a characteristic of connectionless communication at the Transport layer, as described in the text?",It requires a three-way handshake to establish a connection.,It relies on upper-layer protocols to handle problems.,It guarantees delivery of all data segments.,It is primarily used for transferring large amounts of data across the Internet.,B
237,What is the primary purpose of a subnet mask in IPv4 addressing?,To send data to all devices on a network simultaneously.,To uniquely identify a single device within a network.,To distinguish between the network portion and the host portion of an IP address.,To encrypt data packets for secure transmission.,C
238,Which Nmap scan option is described as the SCTP equivalent of a TCP SYN scan?,Inverse TCP flag scan,SCTP INIT scanning,XMAS scan,IDLE scan,B
239,Which of the following techniques is used to disguise the source IP address of outgoing packets during a network scan?,SCTP INIT scanning,Fragmenting packets,IP address spoofing,Using proxies,C
240,What is the primary function of a proxy server when used by attackers for evasion purposes?,To encrypt all network traffic between the attacker and the target.,"To act as an intermediary, relaying commands to targets and masking the attacker's IP address.",To scan for vulnerabilities on the target network without leaving a trace.,To block all incoming traffic from unauthorized sources to the target.,B
241,Which of the following is described as a live operating system that can be run from a USB to anonymize the source and leave no trace on the system?,Guardster,Ultrasurf,Psiphon,Tails,D
242,What is the starting Resource Identifier (RID) value for an administrator account?,0,500,1000,501,B
243,Which of the following utilities can be used to gather NetBIOS information for enumeration purposes?,Telnet,Netcat,nbtstat,SNMP,C
244,What is the primary function of SNMP in managing network devices?,To encrypt network traffic.,To discover vulnerabilities in network infrastructure.,To provide authentication for remote access.,To manage IP-enabled devices and retrieve information from them.,D
245,"Which of the following protocols is primarily designed to be queried for retrieving user names, domain information, and organizational structure data?",Network Time Protocol (NTP),Simple Mail Transfer Protocol (SMTP),Lightweight Directory Access Protocol (LDAP),Simple Network Management Protocol (SNMP),C
246,Which of the following Nmap commands performs the same task as `nmap -sV -sC -O -traceroute IPAddress`?,nmap -A IPAddress,nmap -all IPAddress,nmap -Os IPAddress,nmap -aA IPAddress,A
247,Which TCP flag is used to force a termination of communications in both directions?,RST,FIN,ACK,PSH,A
248,What technique involves splitting a TCP header across multiple packets to evade an Intrusion Detection System (IDS)?,SYN scan,Packet fragmentation,Banner grabbing,Ping sweep,B
249,"In a three-way TCP handshake, what sequence of flags is exchanged between the originator and the recipient?","SYN, ACK, SYN/ACK","ACK, SYN/ACK, SYN","SYN, SYN/ACK, ACK","SYN/ACK, SYN, ACK",C
250,"What is a stealth scan, also known as a SYN scan, defined as?",A scan where the TTL for the packet has reached 0.,A scan that attempts to discover open ports by sending packets and observing responses.,A scan that uses only two out of the three steps in a typical three-way handshake.,A scan that involves actively listening to network traffic to capture data.,C
251,"What activity is described as ""virtual eavesdropping"" in the context of penetration testing?",Making personal phone calls in a public hallway.,Listening to conversations over a network without consent.,Arranging interview times with potential employers.,Discussing bank account details over the phone.,B
252,What is the primary function of a sniffer in the context of network security?,To encrypt data transmitted over a network.,To identify and quarantine malicious software.,To capture and review packets as they pass on a network medium.,To block unauthorized access to network resources.,C
253,What is the MAC address of broadcast messages?,04:ch04:indd,127.0.0.1,FF:FF:FF:FF:FF:FF,::1,C
254,"To capture network traffic not specifically addressed to its MAC address, a Network Interface Card (NIC) must be put into what mode?",Unicast mode,Broadcast mode,Promiscuous mode,Multicast mode,C
255,"What mechanism is used in Ethernet to manage simultaneous communication attempts on a shared wire, leading to potential message garbling?",Token Ring,Carrier Sense Multiple Access/Collision Detection (CSMA/CD),Time Division Multiple Access (TDMA),Frequency Division Multiple Access (FDMA),B
256,"In a network using a hub, what is the consequence for an attacker on station A concerning traffic from other stations?",The attacker can only see traffic specifically addressed to station A.,"The attacker can see all traffic passing through the hub, including that intended for other stations.",The attacker's ability to see traffic is dependent on the voltage levels on the wire.,The attacker cannot see any traffic unless they initiate a communication themselves.,B
257,"When network traffic is sent through a hub, what is a consequence for systems connected to it?",Each system resides in its own separate collision domain.,All systems can hear conversations intended for other systems.,Only messages specifically intended for a system are transmitted to it.,Network collisions are eliminated entirely.,B
258,"Which of the following application layer protocols is mentioned as having virtually no built-in security, sending data as clear text unless encryption is added at another layer?",TFTP,FTP,SMTP,SNMPv1,C
259,Which transport layer protocols provide port numbers used in data exchange and sequence numbers for TCP?,IP and ARP,TFTP and HTTP,TCP and UDP,SNMPv1 and NNTP,C
260,What protocol is used to resolve IP addresses to physical (MAC) addresses within a local subnet to facilitate frame delivery?,Internet Protocol (IP),Address Resolution Protocol (ARP),Hypertext Transfer Protocol (HTTP),Simple Mail Transfer Protocol (SMTP),B
261,"When a packet's IP address is not within the same subnet and no specific route is defined, where does the host's route table direct the packet?",To the destination server directly.,To a broadcast address.,To the default gateway.,To the ARP cache.,C
262,"When a system on a network updates its ARP cache with new information after receiving an updated ARP message, what happens to the old entry for that IP address?",The old entry is permanently deleted and cannot be recovered.,The old entry is overwritten by the new information.,The old entry remains in the cache alongside the new one.,The old entry is flagged for review by a network administrator.,B
263,"What type of ARP packet can attackers use to update the ARP cache of other systems before they request it, thereby potentially intercepting network traffic?",ARP_REQUEST,Gratuitous ARP,ARP_REPLY,ARP_UPDATE,B
264,Which of the following statements accurately describes a characteristic of IPv6 addresses?,"IPv6 addresses consist of 32 bits and are expressed in decimal format, similar to IPv4.",The double colon (::) can be used multiple times in an IPv6 address to shorten it.,IPv6 addresses use eight groups of four hexadecimal digits separated by colons.,Leading zeros in IPv6 address groups can only be removed if they are the only digits.,C
265,"In IPv6, which address type is designed to be received and processed by the closest member of a group based on routing distance?",Multicast,Unicast,Anycast,Broadcast,C
266,"In IPv6 addressing, which block is reserved for unique local addresses, serving a similar purpose to IPv4 private addressing?",k e80::/10,FEC0::/10,c00::/7,169.254.0.0,C
267,What IPv6 address type is used when a packet is intended for only one host interface?,Multicast,Anycast,Unicast,Global,C
268,Which type of wiretapping involves adding something to the communication traffic?,Passive wiretapping,Active wiretapping,Signal regeneration,Data monitoring,B
269,Which brain scanning technology uses glucose in the brain to illustrate neuron activity?,Electroencephalography (EEG),Magnetic resonance imaging (MRI),Positron emission tomography (PET) scan,Spinal fluid mapping,C
270,What type of technology is being used in some Chinese companies to monitor employee emotional states for potential workplace improvements?,Facial recognition software to detect expressions,Wearable sensors broadcasting brainwave activity,Audio surveillance to analyze vocal tones,Biometric scanners to measure heart rate,B
271,Which network device is considered ideal for passive sniffing because it sends all messages to every connected port?,Switch,Router,Hub,Modem,C
272,"When attempting to passively sniff a network, encountering hubs makes the task significantly easier because:","Hubs segment collision domains, isolating traffic.",Hubs broadcast all traffic to all connected devices.,Switches are more common and require active sniffing techniques.,Hubs have built-in security features that aid passive sniffing.,B
273,What network configuration allows a switch to send a copy of frames from one or more ports to a designated port for monitoring?,Port mirroring,Network segmentation,VLAN tagging,Firewall rule,A
274,What is a method to force a switch to send all messages to all ports without reconfiguring its OS?,Configuring a SPAN port,Logging into the switch with administrator credentials,MAC Flooding,Using a USB hub to connect to the network,C
275,What is the primary function of a CAM table within a network switch as described in the text?,To broadcast all incoming messages to every connected device.,To store the MAC addresses of devices and their corresponding switch ports for efficient message delivery.,To encrypt network traffic and prevent unauthorized access.,To automatically update firmware and improve switch performance.,B
276,What is the primary objective of a MAC flooding attack in relation to a network switch's CAM table?,To permanently disable the switch's MAC address filtering capabilities.,To force the switch to send traffic to all ports by overwhelming its CAM table.,To rewrite the switch's firmware and gain administrative control.,"To encrypt all traffic passing through the switch, making it unreadable.",B
277,Which of the following is a potential defense against ARP poisoning that involves configuring specific features on Cisco routers?,DHCP snooping,Dynamic ARP Inspection (DAI),ARP cache permanent entry,Network monitoring tools like XArp,B
278,Which security measure can be configured on Cisco routers to defend against ARP poisoning?,DHCP Snooping,Dynamic ARP Inspection (DAI),Network Address Translation (NAT),Access Control Lists (ACLs),B
279,Which of the following is a proper mitigation against a DHCP starvation attack?,Implementing MAC spoofing.,Configuring DHCP snooping on network devices.,Setting up a rogue DHCP server.,Using the DORA acronym for network communication.,B
280,"What is the primary effect of MAC spoofing on a network switch's CAM table, assuming port security is not enabled?",The CAM table will be cleared to prevent unauthorized access.,"Multiple entries for the same MAC address will be created, with the latest entry being prioritized.",The switch will automatically block all traffic from the spoofed MAC address.,The CAM table will be updated with the legitimate MAC address of the target system.,B
281,What is a common configuration for port security on modern networks regarding MAC addresses?,"Restricting ports to a single, specific MAC address for maximum security.",Allowing an unlimited number of MAC addresses to connect to a port.,Configuring ports to a specific number of MAC addresses to prevent unauthorized connections.,Disabling MAC address filtering entirely to simplify network management.,C
282,"Which of the following describes the function of the ""Packet List"" within Wireshark?",It displays the actual hex entries of captured packets.,It shows all the captured packets.,It displays the sections within packet headers.,It allows the user to adjust the priority of network switches.,B
283,"Which Wireshark feature allows users to isolate specific types of network traffic within a capture, such as only displaying Telnet packets?",Following a TCP stream,Applying filters,Running as administrator,Using sample captures,B
284,"In Wireshark, which logical operator requires both specified arguments to be present in a packet for it to be displayed?",OR (or),Equal to (==),AND (&&),NOT (!),C
285,"In Wireshark, which decimal number is assigned to the SYN TCP flag?",1,2,4,8,B
